Time,L_toes,,,L_foot,,,L_knee,,,L_hip,,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2.28,215.444,-1262.81,38.1824,298.675,-1234.8,95.5855,148.292,-1254.37,440.617,461.447,-1261.88,714.648
2.29,215.405,-1262.9,38.018,298.179,-1234.57,95.5828,145.804,-1254.4,438.947,460.886,-1262.04,710.182
2.3,215.371,-1262.98,37.9251,297.603,-1234.18,95.477,143.406,-1254.31,437.322,460.422,-1262.08,705.821
2.31,215.335,-1263.18,37.8526,297.138,-1233.84,95.4465,140.999,-1254.32,435.872,460.008,-1262.14,701.5
2.32,215.329,-1263.34,37.7968,296.681,-1233.74,95.5195,138.762,-1254.22,434.22,459.525,-1262.21,697.138
2.33,215.314,-1263.52,37.6375,296.267,-1233.77,95.6114,136.516,-1254.24,432.728,458.996,-1262.31,693.243
2.34,215.345,-1263.68,37.624,295.816,-1233.71,95.6185,134.389,-1254.26,431.172,458.601,-1262.45,689.307
2.35,215.308,-1263.88,37.5966,295.409,-1233.41,95.5147,132.307,-1254.35,429.789,458.107,-1262.55,685.543
2.36,215.285,-1264.04,37.5543,295.018,-1233.15,95.4838,130.28,-1254.38,428.276,457.605,-1262.6,681.8
2.37,215.307,-1264.24,37.5788,294.643,-1232.93,95.482,128.333,-1254.55,426.918,456.96,-1262.59,678.265
2.38,215.341,-1264.49,37.5994,294.321,-1232.95,95.635,126.512,-1254.83,425.486,456.496,-1262.67,674.966
2.39,215.324,-1264.68,37.4966,294.006,-1232.85,95.5942,124.689,-1255.26,424.196,455.923,-1262.65,671.625
2.4,215.383,-1264.89,37.3825,293.633,-1232.8,95.6288,122.946,-1255.58,422.934,455.211,-1262.76,668.519
2.41,215.41,-1265.16,37.3457,293.283,-1232.9,95.7105,121.374,-1256.16,421.862,454.651,-1262.66,665.599
2.42,215.483,-1265.46,37.1852,292.994,-1232.86,95.6988,119.741,-1256.56,420.627,454.13,-1262.52,662.576
2.43,215.521,-1265.67,37.0545,292.747,-1232.84,95.7164,118.29,-1257.21,419.516,453.59,-1262.49,659.833
2.44,215.58,-1265.88,36.9841,292.51,-1232.75,95.7427,116.792,-1257.63,418.425,452.994,-1262.41,657.158
2.45,215.633,-1266.05,36.7966,292.305,-1232.74,95.7381,115.545,-1258.21,417.51,452.491,-1262.38,654.648
2.46,215.684,-1266.21,36.7106,292.073,-1232.68,95.7452,114.109,-1258.56,416.365,452.074,-1262.32,652.276
2.47,215.687,-1266.33,36.6191,291.916,-1232.68,95.7884,112.939,-1259.01,415.472,451.609,-1262.24,650.092
2.48,215.759,-1266.48,36.6743,291.68,-1232.67,95.7602,111.633,-1259.27,414.604,451.009,-1262.07,648.051
2.49,215.799,-1266.6,36.6703,291.479,-1232.47,95.6972,110.432,-1259.6,413.78,450.465,-1262.03,646.199
2.5,215.854,-1266.72,36.6944,291.253,-1232.46,95.7645,109.327,-1259.9,413.056,449.908,-1261.85,644.29
2.51,215.888,-1266.8,36.6633,291.063,-1232.38,95.7949,108.231,-1259.81,412.2,449.321,-1261.56,642.628
2.52,215.905,-1266.84,36.6495,290.884,-1232.29,95.8732,107.272,-1260.12,411.717,448.816,-1261.44,641.203
2.53,215.966,-1266.96,36.7414,290.735,-1232.2,95.9251,106.403,-1259.95,411.114,448.268,-1261.32,639.804
2.54,216.017,-1266.92,36.6843,290.639,-1232.08,95.9669,105.576,-1259.92,410.42,447.837,-1261.23,638.617
2.55,216.056,-1267,36.7222,290.489,-1231.94,96.0724,104.882,-1259.77,409.87,447.403,-1260.99,637.299
2.56,216.098,-1267.01,36.6997,290.325,-1231.93,96.1803,104.153,-1259.55,409.381,446.981,-1260.88,636.461
2.57,216.135,-1267.01,36.6531,290.245,-1231.84,96.2082,103.512,-1259.24,408.915,446.589,-1260.78,635.644
2.58,216.115,-1267.05,36.6397,290.135,-1231.84,96.2972,102.874,-1259.23,408.672,446.072,-1260.8,635.044
2.59,216.149,-1267.13,36.6547,290.044,-1231.75,96.275,102.31,-1258.84,408.214,445.569,-1260.69,634.58
2.6,216.154,-1267.13,36.6349,289.944,-1231.79,96.4156,101.778,-1258.45,407.856,445.054,-1260.45,634.276
2.61,216.182,-1267.17,36.6218,289.869,-1231.7,96.4676,101.367,-1258.2,407.656,444.545,-1260.32,634.295
2.62,216.157,-1267.21,36.5855,289.842,-1231.65,96.4802,100.923,-1257.84,407.427,443.982,-1260.17,634.385
2.63,216.199,-1267.22,36.4729,289.767,-1231.57,96.4874,100.501,-1257.48,407.215,443.313,-1260.11,634.751
2.64,216.208,-1267.34,36.4505,289.721,-1231.65,96.5678,100.161,-1257.11,407.165,442.699,-1259.81,634.987
2.65,216.199,-1267.42,36.443,289.688,-1231.57,96.5539,99.9318,-1256.81,407.138,442.146,-1259.69,635.473
2.66,216.199,-1267.42,36.398,289.666,-1231.52,96.5448,99.7865,-1256.54,407.152,441.555,-1259.45,636.383
2.67,216.199,-1267.42,36.3529,289.687,-1231.56,96.6435,99.6478,-1256.32,407.174,440.909,-1259.36,637.306
2.68,216.196,-1267.5,36.3707,289.671,-1231.56,96.6599,99.6319,-1256.09,407.294,440.305,-1259.02,638.454
2.69,216.218,-1267.51,36.2427,289.735,-1231.57,96.6006,99.6657,-1255.81,407.488,439.798,-1258.79,639.744
2.7,216.266,-1267.55,36.2012,289.783,-1231.61,96.6038,99.7586,-1255.57,407.808,439.232,-1258.57,641.164
2.71,216.269,-1267.63,36.1967,289.861,-1231.61,96.628,99.9834,-1255.24,407.986,438.625,-1258.26,642.808
2.72,216.28,-1267.63,36.1547,289.955,-1231.54,96.5953,100.209,-1254.99,408.296,437.996,-1258.13,644.799
2.73,216.274,-1267.63,36.1318,290.07,-1231.54,96.619,100.532,-1254.65,408.74,437.426,-1257.93,646.745
2.74,216.297,-1267.67,36.1408,290.195,-1231.46,96.5608,100.889,-1254.36,409.271,436.932,-1257.78,648.898
2.75,216.33,-1267.76,36.1098,290.352,-1231.39,96.4791,101.238,-1254.02,409.671,436.345,-1257.54,651.19
2.76,216.333,-1267.84,36.1064,290.551,-1231.39,96.4625,101.723,-1253.64,410.162,435.683,-1257.35,653.737
2.77,216.344,-1267.87,36.1125,290.756,-1231.4,96.421,102.213,-1253.34,410.834,435.089,-1257.33,656.435
2.78,216.344,-1267.88,36.0685,290.908,-1231.41,96.3944,102.75,-1253.02,411.453,434.478,-1257.15,659.277
2.79,216.355,-1267.88,36.0253,291.082,-1231.46,96.4236,103.311,-1252.79,412.212,433.777,-1256.95,662.343
2.8,216.33,-1267.92,36.034,291.245,-1231.55,96.4473,103.984,-1252.47,412.869,432.955,-1256.92,665.545
2.81,216.347,-1267.96,36.0179,291.446,-1231.64,96.4661,104.61,-1252.11,413.525,432.227,-1256.87,668.755
2.82,216.338,-1268,36.0084,291.646,-1231.72,96.4881,105.258,-1251.81,414.252,431.415,-1256.67,672.091
2.83,216.333,-1268,35.9834,291.888,-1231.82,96.5326,105.976,-1251.63,415.024,430.556,-1256.46,675.376
2.84,216.324,-1268.08,36.021,292.126,-1231.91,96.5063,106.887,-1251.53,416.034,429.697,-1256.44,679.128
2.85,216.347,-1268.12,35.941,292.326,-1231.92,96.4411,107.65,-1251.24,416.752,428.911,-1256.23,682.463
2.86,216.363,-1268.16,35.9271,292.595,-1232.06,96.4266,108.605,-1251.15,417.72,427.973,-1256.06,686.294
2.87,216.369,-1268.17,35.905,292.869,-1232.15,96.4457,109.584,-1251.01,418.508,427.162,-1255.99,689.983
2.88,216.349,-1268.21,35.8465,293.194,-1232.2,96.5015,110.509,-1250.8,419.462,426.269,-1255.81,693.728
2.89,216.422,-1268.21,35.8446,293.494,-1232.25,96.4688,111.472,-1250.66,420.295,425.195,-1255.58,697.711
2.9,216.383,-1268.29,35.8616,293.825,-1232.31,96.4095,112.42,-1250.67,421.355,424.211,-1255.55,701.727
2.91,216.405,-1268.33,35.8706,294.114,-1232.43,96.5044,113.263,-1250.46,422.205,422.976,-1255.54,705.884
2.92,216.411,-1268.34,35.7595,294.355,-1232.48,96.558,114.196,-1250.52,423.231,421.77,-1255.36,710.099
2.93,216.411,-1268.34,35.7595,294.586,-1232.56,96.6007,115.059,-1250.49,424.143,420.276,-1255.4,714.479
2.94,216.436,-1268.33,35.709,294.865,-1232.65,96.643,115.926,-1250.29,425.016,418.921,-1255.32,718.936
2.95,216.439,-1268.42,35.7496,295.197,-1232.79,96.6701,116.936,-1250.38,425.897,417.326,-1255.36,723.378
2.96,216.439,-1268.41,35.7506,295.551,-1233.02,96.6979,117.812,-1250.25,426.821,415.744,-1255.58,728.057
2.97,216.456,-1268.46,35.7347,295.935,-1233.19,96.716,118.788,-1250.27,427.736,414.034,-1255.64,732.659
2.98,216.456,-1268.46,35.6907,296.366,-1233.29,96.6916,119.838,-1250.44,428.81,412.472,-1255.86,737.363
2.99,216.461,-1268.49,35.6728,296.776,-1233.34,96.6558,120.844,-1250.45,429.784,410.711,-1255.98,742.124
3,216.458,-1268.57,35.6883,297.124,-1233.45,96.6648,122.015,-1250.73,430.885,408.984,-1256.3,747.142
3.01,216.492,-1268.65,35.6595,297.551,-1233.71,96.6993,123.133,-1250.86,431.953,407.174,-1256.56,752.103
3.02,216.478,-1268.7,35.67,297.974,-1234.05,96.836,124.445,-1251.02,433.037,405.396,-1256.74,757.092
3.03,216.475,-1268.78,35.6865,298.369,-1234.34,96.9376,125.703,-1251.29,434.197,403.695,-1256.93,762.231
3.04,216.475,-1268.78,35.5965,298.79,-1234.52,97.0361,127.032,-1251.49,435.347,401.806,-1257.14,767.338
3.05,216.503,-1268.85,35.6338,299.272,-1234.54,97.006,128.527,-1251.87,436.572,400.016,-1257.55,772.717
3.06,216.514,-1268.9,35.5488,299.861,-1234.76,97.026,130.101,-1252.03,437.734,398.151,-1257.8,778.02
3.07,216.508,-1269.06,35.5808,300.393,-1235.1,97.1621,131.556,-1252.41,439.104,396.254,-1258,783.442
3.08,216.506,-1269.17,35.5555,300.863,-1235.52,97.3441,133.284,-1252.71,440.396,394.469,-1258.08,788.559
3.09,216.528,-1269.22,35.4757,301.395,-1235.79,97.4306,135.049,-1253.05,441.837,392.741,-1257.66,793.465
3.1,216.508,-1269.26,35.4622,301.938,-1236.22,97.6059,136.814,-1253.27,443.2,390.933,-1257.44,798.539
3.11,216.525,-1269.3,35.4022,302.601,-1236.54,97.6593,138.774,-1253.44,444.573,389.128,-1257.33,803.628
3.12,216.539,-1269.42,35.4489,303.22,-1236.73,97.7402,140.766,-1253.67,446.182,387.348,-1257.31,808.774
3.13,216.558,-1269.54,35.4757,303.888,-1237.11,97.9559,142.875,-1253.85,447.577,385.509,-1257.12,813.92
3.14,216.575,-1269.58,35.4157,304.611,-1237.61,98.4441,145.005,-1254.1,449.243,383.775,-1257.26,819.205
3.15,216.614,-1269.66,35.4548,305.414,-1238.12,98.8176,147.339,-1254.2,450.908,382.004,-1257.42,824.504
3.16,216.636,-1269.7,35.3287,306.473,-1238.67,99.2779,149.676,-1254.26,452.61,380.278,-1257.57,829.794
3.17,216.687,-1269.79,35.3706,307.401,-1239.15,99.723,152.144,-1254.32,454.413,378.749,-1257.74,835.161
3.18,216.684,-1269.87,35.2521,308.34,-1239.79,100.168,154.696,-1254.33,456.21,377.309,-1257.68,840.243
3.19,216.717,-1269.95,35.2673,309.168,-1240.15,100.455,157.406,-1254.43,458.094,375.929,-1257.97,845.659
3.2,216.72,-1270.03,35.2639,310.136,-1240.59,100.838,160.225,-1254.6,460.087,374.737,-1258.06,850.884
3.21,216.784,-1270.08,35.1592,311.012,-1241.11,101.163,163.281,-1254.7,461.926,373.583,-1258.24,856.073
3.22,216.829,-1270.16,35.1332,311.945,-1241.75,101.629,166.312,-1254.73,463.844,372.534,-1258.54,861.314
3.23,216.832,-1270.28,35.086,313,-1242.03,101.924,169.443,-1254.72,465.833,371.548,-1258.53,866.69
3.24,216.877,-1270.37,35.0589,314.014,-1242.62,102.452,172.677,-1254.94,467.974,370.546,-1258.54,871.912
3.25,216.905,-1270.41,34.9128,314.951,-1243.11,102.81,175.822,-1254.97,469.992,369.539,-1258.66,877.039
3.26,216.924,-1270.54,34.8463,316.006,-1243.31,103.025,179.088,-1254.93,471.943,368.501,-1258.56,882.134
3.27,216.916,-1270.62,34.794,316.957,-1243.79,103.467,182.46,-1254.93,474.042,367.307,-1258.61,887.18
3.28,216.938,-1270.66,34.7589,317.813,-1244.03,103.73,185.743,-1254.75,476.167,366.185,-1258.58,892.148
3.29,216.924,-1270.74,34.7717,318.887,-1244.28,104.087,189.245,-1254.54,478.249,364.904,-1258.53,896.996
3.3,216.918,-1270.74,34.7488,319.816,-1244.32,104.227,192.683,-1254.36,480.372,363.597,-1258.77,901.911
3.31,216.915,-1270.82,34.7193,320.791,-1244.77,104.796,196.199,-1253.78,482.402,362.233,-1258.69,906.67
3.32,216.921,-1270.82,34.7432,321.849,-1244.78,104.908,199.763,-1253.42,484.678,360.788,-1258.95,911.601
3.33,216.932,-1270.83,34.7011,322.771,-1245.02,105.286,203.402,-1252.77,486.661,359.336,-1259.04,916.273
3.34,216.943,-1270.86,34.7522,323.728,-1245.25,105.793,206.922,-1252.09,488.931,358.033,-1259.07,920.851
3.35,216.907,-1270.87,34.7077,324.775,-1245.15,105.904,210.586,-1251.49,490.987,356.549,-1259.27,925.437
3.36,216.927,-1270.82,34.7222,325.763,-1245.54,106.516,214.268,-1250.7,493.19,355.117,-1259.51,929.929
3.37,216.921,-1270.82,34.7432,326.83,-1245.51,106.73,217.852,-1249.88,495.252,353.665,-1259.47,934.125
3.38,216.904,-1270.78,34.6681,327.885,-1245.71,107.236,221.542,-1249.12,497.181,352.156,-1259.68,938.333
3.39,216.901,-1270.86,34.7287,328.842,-1245.84,107.57,225.157,-1248.31,499.189,350.58,-1259.79,942.337
3.4,216.876,-1270.87,34.7791,329.83,-1245.69,107.762,228.606,-1247.44,500.956,349.063,-1259.78,946.227
3.41,216.879,-1270.82,34.7197,330.718,-1245.99,108.261,232.18,-1246.5,502.795,347.577,-1259.83,949.791
3.42,216.89,-1270.82,34.7676,331.654,-1245.96,108.548,235.759,-1245.66,504.552,345.888,-1260.08,953.328
3.43,216.893,-1270.75,34.706,332.668,-1245.89,108.777,239.285,-1244.8,506.325,344.242,-1260.41,956.789
3.44,216.868,-1270.78,34.8036,333.639,-1246.09,109.234,242.809,-1243.73,507.782,342.679,-1260.52,959.807
3.45,216.851,-1270.74,34.7735,334.683,-1245.79,109.403,246.262,-1242.86,509.482,341.092,-1260.75,962.869
3.46,216.851,-1270.74,34.8196,335.591,-1245.94,109.832,249.805,-1242,510.946,339.464,-1260.92,965.661
3.47,216.817,-1270.66,34.8485,336.511,-1245.99,110.133,253.267,-1241.14,512.414,337.786,-1261.21,968.343
3.48,216.828,-1270.69,34.9456,337.369,-1245.75,110.189,256.665,-1240.2,513.893,336.143,-1261.5,970.916
3.49,216.806,-1270.65,34.9816,338.152,-1246.03,110.711,260.179,-1239.09,515.058,334.575,-1261.58,973.241
3.5,216.769,-1270.65,35.0281,338.911,-1245.99,110.855,263.744,-1238.28,516.599,332.915,-1261.77,975.418
3.51,216.744,-1270.69,35.0807,339.67,-1245.75,110.916,267.412,-1237.42,517.939,331.247,-1261.94,977.451
3.52,216.699,-1270.61,35.0627,340.339,-1245.7,111.17,271.097,-1236.34,519.123,329.498,-1262.3,979.587
3.53,216.71,-1270.61,35.1095,341.274,-1245.87,111.585,274.758,-1235.38,520.423,327.784,-1262.51,981.44
3.54,216.741,-1270.6,35.1741,342.397,-1245.5,111.65,278.451,-1234.72,521.731,326.161,-1262.69,983.152
3.55,216.735,-1270.6,35.2424,343.513,-1245.59,112.074,282.111,-1233.89,522.806,324.569,-1262.87,984.812
3.56,216.781,-1270.52,35.2472,344.754,-1245.22,112.279,285.706,-1233.06,523.785,323.027,-1263.03,986.366
3.57,216.822,-1270.52,35.3597,345.663,-1244.91,112.417,289.201,-1232.54,524.814,321.517,-1263.4,987.81
3.58,216.89,-1270.47,35.4658,346.828,-1244.57,112.559,292.636,-1231.99,525.619,320.337,-1263.4,988.757
3.59,216.921,-1270.47,35.5754,347.762,-1244.61,112.812,295.838,-1231.53,526.391,319.194,-1263.64,989.768
3.6,216.99,-1270.51,35.6319,348.79,-1244.25,112.664,298.929,-1231.1,526.928,318.192,-1263.76,990.502
3.61,217.024,-1270.43,35.6339,349.725,-1244.34,112.999,301.846,-1230.89,527.645,317.236,-1263.92,991.13
3.62,217.069,-1270.51,35.6958,350.526,-1244.31,113.082,304.492,-1230.78,528.064,316.497,-1263.95,991.695
3.63,217.133,-1270.55,35.7295,351.298,-1244,112.978,307.024,-1230.76,528.557,315.647,-1264.19,992.219
3.64,217.175,-1270.55,35.7059,351.933,-1244.16,113.089,309.378,-1230.87,528.891,314.951,-1264.46,992.588
3.65,217.223,-1270.58,35.8006,352.584,-1244.32,113.182,311.652,-1230.99,529.311,314.323,-1264.76,992.938
3.66,217.271,-1270.59,35.846,353.147,-1244.39,113.121,313.732,-1231.17,529.715,313.699,-1265.13,993.253
3.67,217.332,-1270.54,35.882,353.786,-1244.24,112.928,315.669,-1231.35,529.99,313.241,-1265.34,993.503
3.68,217.363,-1270.54,35.9466,354.396,-1244.4,112.952,317.434,-1231.51,530.285,312.895,-1265.56,993.704
3.69,217.411,-1270.54,35.993,354.89,-1244.64,113.082,319.084,-1231.51,530.447,312.561,-1265.81,993.868
3.7,217.503,-1270.5,36.0937,355.31,-1244.86,113.215,320.692,-1231.72,530.665,312.294,-1266.14,994.016
3.71,217.543,-1270.44,36.2564,355.769,-1244.84,113.184,322.062,-1231.78,530.779,312.102,-1266.48,994.129
3.72,217.669,-1270.41,36.4548,356.187,-1244.64,113.045,323.35,-1231.78,530.889,311.989,-1266.86,994.28
3.73,217.801,-1270.28,36.626,356.641,-1244.63,113.028,324.642,-1231.89,531.09,311.989,-1267.1,994.346
3.74,217.98,-1270.12,36.7983,356.988,-1244.64,113.131,325.763,-1232,531.27,312,-1267.35,994.396
3.75,218.158,-1269.88,36.8815,357.29,-1244.62,113.182,326.779,-1232.11,531.367,311.988,-1267.63,994.48
3.76,218.309,-1269.67,37.0218,357.592,-1244.68,113.224,327.793,-1232.27,531.526,312.026,-1267.81,994.477
3.77,218.425,-1269.44,37.1574,357.822,-1244.66,113.182,328.569,-1232.28,531.546,312.085,-1267.95,994.547
3.78,218.453,-1269.35,37.2273,358.015,-1244.76,113.139,329.422,-1232.48,531.686,312.137,-1268.06,994.6
3.79,218.506,-1269.19,37.2868,358.14,-1244.93,113.203,330.174,-1232.45,531.68,312.234,-1268.11,994.657
3.8,218.546,-1269.1,37.3598,358.308,-1244.98,113.128,330.834,-1232.42,531.696,312.331,-1268.11,994.676
3.81,218.504,-1268.97,37.4645,358.501,-1244.99,113.046,331.519,-1232.55,531.808,312.454,-1268.15,994.767
3.82,218.535,-1268.93,37.571,358.72,-1244.96,113.046,332.11,-1232.63,531.851,312.619,-1268.2,994.825
3.83,218.505,-1268.8,37.5863,358.919,-1244.9,112.993,332.644,-1232.58,531.942,312.757,-1268.2,994.881
3.84,218.546,-1268.77,37.6968,359.059,-1244.87,113.01,333.113,-1232.46,531.945,312.937,-1268.22,994.904
3.85,218.575,-1268.68,37.7672,359.179,-1244.88,113.014,333.507,-1232.42,531.993,313.161,-1268.16,994.859
3.86,218.647,-1268.64,37.9411,359.267,-1244.88,113.086,333.858,-1232.39,532.039,313.367,-1268.18,994.881
3.87,218.695,-1268.5,38.1588,359.339,-1244.88,113.133,334.128,-1232.34,532.041,313.622,-1268.05,994.801
3.88,218.765,-1268.41,38.3394,359.381,-1244.81,113.075,334.354,-1232.27,532,313.866,-1268,994.755
3.89,218.85,-1268.21,38.503,359.371,-1244.69,113.029,334.449,-1232.24,531.999,314.151,-1267.95,994.745
3.9,218.915,-1268.09,38.5675,359.294,-1244.68,112.959,334.509,-1232.21,531.957,314.424,-1267.93,994.718
3.91,218.987,-1268.01,38.7824,359.195,-1244.72,112.962,334.559,-1232.25,532.022,314.69,-1267.92,994.726
3.92,219.046,-1267.89,38.8219,359.102,-1244.79,112.905,334.589,-1232.14,531.973,314.978,-1267.87,994.699
3.93,219.035,-1267.85,38.9059,358.988,-1244.78,112.883,334.624,-1232.14,531.974,315.286,-1267.76,994.605
3.94,219.063,-1267.73,38.9269,358.936,-1244.86,112.895,334.649,-1232.02,531.903,315.521,-1267.69,994.664
3.95,219.063,-1267.73,39.0169,358.848,-1244.81,112.863,334.674,-1231.91,531.873,315.761,-1267.53,994.602
3.96,219.114,-1267.65,39.046,358.76,-1244.77,112.833,334.683,-1231.84,531.888,315.971,-1267.47,994.626
3.97,219.142,-1267.53,39.069,358.608,-1244.8,112.852,334.667,-1231.64,531.848,316.192,-1267.45,994.614
3.98,219.176,-1267.44,39.25,358.497,-1244.79,112.941,334.696,-1231.45,531.811,316.371,-1267.36,994.639
3.99,219.215,-1267.35,39.3251,358.378,-1244.78,112.936,334.736,-1231.3,531.817,316.518,-1267.23,994.592
4,219.274,-1267.23,39.4085,358.325,-1244.74,112.995,334.739,-1231.11,531.741,316.751,-1267.04,994.514
4.01,219.319,-1267.15,39.5067,358.309,-1244.62,112.971,334.725,-1230.95,531.742,316.934,-1266.91,994.486
4.02,219.333,-1267.1,39.6302,358.225,-1244.61,113.008,334.669,-1230.83,531.749,317.141,-1266.68,994.406
4.03,219.328,-1266.93,39.6415,358.152,-1244.61,113.01,334.533,-1230.67,531.711,317.377,-1266.52,994.433
4.04,219.348,-1266.89,39.7427,357.966,-1244.64,112.936,334.363,-1230.54,531.674,317.605,-1266.28,994.442
4.05,219.356,-1266.81,39.8402,357.79,-1244.67,112.87,334.127,-1230.52,531.685,317.781,-1266.12,994.504
4.06,219.354,-1266.73,39.8423,357.551,-1244.65,112.818,333.9,-1230.4,531.669,318.036,-1265.92,994.514
4.07,219.329,-1266.6,39.9289,357.353,-1244.67,112.79,333.619,-1230.42,531.745,318.261,-1265.73,994.47
4.08,219.247,-1266.68,40.0143,357.104,-1244.54,112.69,333.328,-1230.25,531.601,318.581,-1265.43,994.324
4.09,219.208,-1266.6,39.9728,356.876,-1244.37,112.561,333.052,-1230.04,531.493,318.911,-1265.17,994.249
4.1,219.166,-1266.6,39.9952,356.617,-1244.28,112.449,332.73,-1229.79,531.422,319.226,-1264.95,994.244
4.11,219.169,-1266.49,39.931,356.425,-1244.19,112.402,332.519,-1229.55,531.293,319.425,-1264.86,994.198
4.12,219.147,-1266.44,40.0131,356.221,-1244.17,112.395,332.362,-1229.27,531.223,319.669,-1264.7,994.119
4.13,219.158,-1266.29,40.0018,356.059,-1244.07,112.417,332.236,-1229.15,531.228,319.868,-1264.61,994.108
4.14,219.178,-1266.24,40.1076,355.944,-1243.99,112.395,332.144,-1228.92,531.165,320.135,-1264.42,994.031
4.15,219.186,-1266.16,40.1117,355.861,-1243.98,112.392,332.018,-1228.79,531.13,320.417,-1264.2,993.918
4.16,219.153,-1266.08,40.1002,355.725,-1244.01,112.439,331.867,-1228.71,531.138,320.74,-1263.86,993.861
4.17,219.114,-1266,40.06,355.585,-1244.05,112.376,331.706,-1228.5,531.034,321.047,-1263.63,993.855
4.18,219.083,-1266.01,40.0395,355.408,-1244.11,112.355,331.51,-1228.3,530.97,321.358,-1263.48,993.884
4.19,219.024,-1265.97,39.9869,355.231,-1244.23,112.416,331.358,-1228.18,530.937,321.681,-1263.18,993.899
4.2,219.004,-1266,40.0645,355.122,-1244.22,112.371,331.193,-1227.98,530.812,322.068,-1262.75,993.792
4.21,219.002,-1265.93,39.9778,355.023,-1244.17,112.383,331.011,-1227.81,530.771,322.477,-1262.42,993.792
4.22,219.021,-1265.88,40.0813,354.95,-1244.09,112.343,330.865,-1227.65,530.732,322.785,-1262.2,993.786
4.23,219.013,-1265.76,40.0622,354.877,-1244,112.349,330.658,-1227.49,530.733,323.134,-1261.97,993.746
4.24,219.007,-1265.72,40.1253,354.774,-1243.84,112.249,330.361,-1227.32,530.689,323.638,-1261.52,993.628
4.25,218.999,-1265.64,40.1507,354.603,-1243.68,112.128,329.87,-1227.08,530.691,324.169,-1261.1,993.49
4.26,219.025,-1265.6,40.1872,354.39,-1243.62,112.113,329.377,-1226.78,530.531,324.566,-1260.91,993.54
4.27,219.064,-1265.51,40.2592,354.095,-1243.49,111.875,328.855,-1226.6,530.46,325.071,-1260.49,993.366
4.28,219.076,-1265.35,40.2943,353.799,-1243.55,111.805,328.298,-1226.49,530.376,325.68,-1260.08,993.213
4.29,219.104,-1265.23,40.3174,353.449,-1243.72,111.877,327.629,-1226.27,530.2,326.169,-1259.8,993.108
4.3,219.054,-1265.15,40.4092,353.105,-1243.82,111.886,326.952,-1226.07,529.983,326.669,-1259.59,993.038
4.31,219.048,-1265.14,40.5213,352.669,-1243.88,111.84,326.317,-1225.99,529.857,327.297,-1259.22,992.885
4.32,219.006,-1264.94,40.4838,352.301,-1243.82,111.645,325.725,-1225.81,529.664,327.835,-1258.9,992.745
4.33,218.983,-1264.89,40.6548,351.975,-1243.77,111.471,325.022,-1225.54,529.421,328.37,-1258.7,992.57
4.34,219.001,-1264.77,40.7178,351.638,-1243.63,111.254,324.385,-1225.35,529.226,329.02,-1258.39,992.416
4.35,218.998,-1264.65,40.8083,351.315,-1243.77,111.273,323.772,-1225.28,529.165,329.661,-1258.06,992.228
4.36,218.979,-1264.56,40.8768,350.924,-1243.86,111.282,323.093,-1224.9,528.852,330.247,-1257.92,992.07
4.37,218.939,-1264.47,40.9728,350.518,-1244.03,111.298,322.465,-1224.72,528.699,331.027,-1257.53,991.815
4.38,218.886,-1264.43,40.9893,350.107,-1243.94,111.205,321.892,-1224.65,528.58,331.798,-1257.31,991.666
4.39,218.816,-1264.39,41.0687,349.713,-1243.91,111.059,321.291,-1224.39,528.318,332.588,-1257.06,991.5
4.4,218.813,-1264.3,41.1182,349.35,-1243.78,110.889,320.818,-1224.13,528.082,333.44,-1256.67,991.194
4.41,218.788,-1264.31,41.1677,349.029,-1243.68,110.702,320.433,-1223.96,527.832,334.221,-1256.63,991.114
4.42,218.816,-1264.19,41.2326,348.706,-1243.66,110.6,320.157,-1223.75,527.604,335.208,-1256.21,990.832
4.43,218.819,-1264.1,41.3523,348.388,-1243.75,110.608,319.812,-1223.66,527.444,336.092,-1256.04,990.65
4.44,218.858,-1263.98,41.3776,348.196,-1243.82,110.599,319.496,-1223.45,527.194,337.101,-1255.62,990.493
4.45,218.951,-1263.9,41.5663,347.992,-1243.89,110.674,319.068,-1223.28,526.989,338.086,-1255.45,990.314
4.46,218.984,-1263.78,41.6124,347.764,-1243.92,110.579,318.526,-1223.06,526.713,339.332,-1255.02,990.112
4.47,218.987,-1263.7,41.6859,347.552,-1243.95,110.425,317.953,-1223.15,526.651,340.534,-1254.62,989.856
4.48,219.041,-1263.57,41.6576,347.242,-1243.94,110.239,317.161,-1223.12,526.367,341.91,-1254.39,989.676
4.49,219.083,-1263.53,41.858,346.864,-1243.96,110.031,316.276,-1223.07,525.977,343.463,-1253.88,989.309
4.5,219.055,-1263.49,41.7801,346.455,-1244.02,109.803,315.403,-1223.21,525.605,345.158,-1253.43,988.912
4.51,219.041,-1263.4,41.8258,345.861,-1244.23,109.836,314.426,-1223.33,525.334,346.827,-1253.03,988.584
4.52,219.089,-1263.4,42.0073,345.373,-1244.48,109.753,313.397,-1223.32,524.97,348.625,-1252.67,988.031
4.53,219.139,-1263.32,42.0834,344.995,-1244.58,109.587,312.34,-1223.42,524.487,350.496,-1252.39,987.373
4.54,219.162,-1263.2,42.2135,344.668,-1244.65,109.455,311.057,-1223.44,523.998,352.403,-1252.09,986.892
4.55,219.21,-1263.06,42.3862,344.374,-1244.51,109.173,309.696,-1223.72,523.592,354.502,-1251.77,986.049
