Time,L_toes,,,L_foot,,,L_knee,,,L_hip,,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
14.78,219.74,-1268.19,38.3201,292.922,-1229.41,98.1259,107.715,-1245.29,416.283,443.293,-1251.64,649.144
14.79,219.78,-1268.24,38.2201,292.648,-1229.03,98.3215,106.396,-1244.28,415.285,443.251,-1251.77,645.607
14.8,219.799,-1268.2,38.1909,292.389,-1228.68,98.4685,105.182,-1243.38,414.626,443.132,-1251.95,642.356
14.81,219.856,-1268.15,38.2018,292.143,-1228.32,98.6077,104.084,-1242.54,414.014,443.042,-1252.09,639.122
14.82,219.887,-1268.12,38.2172,291.969,-1227.98,98.7941,102.914,-1241.45,413.293,442.903,-1252.4,636.018
14.83,219.921,-1268.04,38.219,291.709,-1227.67,99.2075,101.79,-1240.5,412.77,442.677,-1252.63,633.252
14.84,219.949,-1267.95,38.3315,291.412,-1227.2,99.4034,100.614,-1239.67,412.182,442.39,-1252.82,630.613
14.85,220,-1267.71,38.307,291.126,-1226.78,99.7318,99.3657,-1238.85,411.474,442.105,-1253,628.112
14.86,220.062,-1267.67,38.3856,290.862,-1226.33,99.8448,98.226,-1237.99,410.779,441.693,-1253.13,625.617
14.87,220.101,-1267.55,38.4099,290.646,-1225.91,99.8804,97.1444,-1237.35,410.107,441.166,-1253.32,623.317
14.88,220.141,-1267.47,38.3931,290.513,-1225.64,100.277,95.9145,-1236.8,409.514,440.548,-1253.6,621.231
14.89,220.186,-1267.39,38.3992,290.296,-1225.22,100.443,94.9514,-1236.2,408.906,439.967,-1253.62,619.145
14.9,220.194,-1267.31,38.4529,290.07,-1224.91,100.605,93.9399,-1235.49,408.138,439.42,-1253.72,617.008
14.91,220.225,-1267.27,38.5157,289.892,-1224.67,100.714,92.9873,-1235.03,407.73,438.777,-1254.08,615.184
14.92,220.265,-1267.19,38.5416,289.683,-1224.34,100.764,92.0826,-1234.39,407.157,438.283,-1254.22,613.488
14.93,220.262,-1267.07,38.5442,289.458,-1224.05,100.87,91.3173,-1233.85,406.606,437.829,-1254.44,611.9
14.94,220.254,-1266.98,38.5708,289.242,-1223.67,100.953,90.4733,-1233.01,405.98,437.351,-1254.62,610.326
14.95,220.268,-1266.9,38.6033,289.033,-1223.57,101.219,89.6814,-1232.51,405.688,436.844,-1254.88,609.067
14.96,220.234,-1266.82,38.5882,288.867,-1223.39,101.339,88.8473,-1231.67,405.104,436.415,-1255.04,607.617
14.97,220.263,-1266.7,38.6543,288.619,-1223.05,101.445,88.1283,-1231.2,404.769,435.93,-1255.19,606.349
14.98,220.201,-1266.58,38.7401,288.41,-1222.72,101.497,87.344,-1230.36,404.164,435.503,-1255.45,605.203
14.99,220.187,-1266.45,38.8297,288.216,-1222.35,101.45,86.7412,-1229.76,403.826,434.955,-1255.71,604.218
